2409,brass wool,Active,soldering bench,,3,,,,"{
  ""2023-08-08 20:52:27"": ""https://www.amazon.com/dp/B00NS49LPU""
}","{
  ""2023-08-08 20:52:27"": ""Amazon""
}","{
  ""2023-08-08 20:52:27"": ""$0.90""
}","brass wool, for cleaning soldering tip"
0006,soldering sponge,Active,soldering bench,,5,20,,,"{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}","sponge, for soldering station"
0008,desoldering braid,Active,soldering bench,,3,5,,,"{
  ""2023-08-08 20:52:27"": ""https://www.mpja.com/Superwick-426-Solder-braid-5ft-X10in-MG-Chemical/productinfo/30371+MG""
}","{
  ""2023-08-08 20:52:27"": ""MPJA""
}","{
  ""2023-08-08 20:52:27"": ""$4.95""
}","desoldering braid, copper wick"
0010,soldering flux pen,Active,soldering bench,,2,,,,"{
  ""2023-08-08 20:52:27"": ""https://www.amazon.com/SRA-99-20-Rosin-Soldering-Flux/dp/B008OC3VMU""
}","{
  ""2023-08-08 20:52:27"": ""Amazon""
}","{
  ""2023-08-08 20:52:27"": ""$7.99""
}","soldering flux, pen, refillable"
0012,T18-D8 soldering iron tip,,soldering bench,each,4,10,,,"{
  ""2023-08-08 20:52:27"": ""https://www.digikey.com/products/en?keywords=1691-1172-ND""
}","{
  ""2023-08-08 20:52:27"": ""Digi-Key""
}","{
  ""2023-08-08 20:52:27"": ""$6.57""
}","soldering tip, chisel, 0.8mm x 14.5mm, T18-D08"
0014,T18-S7 soldering iron tip,,soldering bench,each,4,10,,,"{
  ""2023-08-08 20:52:27"": ""https://www.digikey.com/products/en?keywords=Hakko%20T18-S7""
}","{
  ""2023-08-08 20:52:27"": ""Digi-Key""
}","{
  ""2023-08-08 20:52:27"": ""$5.27""
}","soldering tip, T18-S7"
0016,T18-B soldering iron tip,,soldering bench,,4,10,,,"{
  ""2023-08-08 20:52:27"": ""https://www.amazon.com/Hakko-T18-B-Soldering-FX-8801-Conical/dp/B004OR9BFU""
}","{
  ""2023-08-08 20:52:27"": ""Amazon""
}","{
  ""2023-08-08 20:52:27"": ""$7.61""
}","soldering tip, T18-B"
0018,T18-BR02 soldering iron tip,,soldering bench,each,4,10,,,"{
  ""2023-08-08 20:52:27"": ""https://www.digikey.com/products/en?keywords=t18-br02""
}","{
  ""2023-08-08 20:52:27"": ""Digi-Key""
}","{
  ""2023-08-08 20:52:27"": ""$9.47""
}","soldering tip, R0.2mm x 10.5mm, T18-BR02"
0020,flexible protoboard,Active,Connector: Board Mount,,5,20,,,"{
  ""2023-08-08 20:52:27"": ""https://www.adafruit.com/product/1518""
}","{
  ""2023-08-08 20:52:27"": ""Adafruit""
}","{
  ""2023-08-08 20:52:27"": ""$6.75""
}","breadboard, flex perma-proto, half-sized, for solder assembly"
0097,small protoboard,Active,Connector: Board Mount,,10,,,,"{
  ""2023-08-08 20:52:27"": ""https://www.chipquik.com/store/product_info.php?products_id=200062""
}","{
  ""2023-08-08 20:52:27"": ""Chip Quik""
}","{
  ""2023-08-08 20:52:27"": ""$1.99""
}","protoboard, for solder assembly, 17 rows tall, without power rails"
0099,small prototobard with power rails,Active,Connector: Board Mount,,10,,,,"{
  ""2023-08-08 20:52:27"": ""https://www.chipquik.com/store/product_info.php?products_id=200061""
}","{
  ""2023-08-08 20:52:27"": ""Chip Quik""
}","{
  ""2023-08-08 20:52:27"": ""$2.49""
}","protoboard, for solder assembly, 15 rows tall, with power rails"
0026,narrow protoboard,To discontinue,Connector: Board Mount,,25,150,,,"{
  ""2023-08-08 20:52:27"": ""https://www.aliexpress.com/item/FREE-SHIPPING-50PCS-LOT-2x8-cm-PROTOTYPE-PCB-2-layer-2-8-panel-Universal-Board/746941963.html""
}","{
  ""2023-08-08 20:52:27"": ""AliExpress""
}","{
  ""2023-08-08 20:52:27"": ""$0.08""
}","protoboard, 2 x 8cm, for solder assembly"
0028,rigid base for Arduino Uno,To discontinue,discontinued,,5,,,,"{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": ""unknown""
}","{
  ""2023-08-08 20:52:27"": """"
}","rigid mounting base, for Arduino Uno footprint"
0693,8-pin connector pair,Active,Connector: Misc.,,20,,,,"{
  ""2023-08-08 20:52:27"": ""http://www.mpja.com/Connector-Pair-Locking-8-Pin/productinfo/32426+PL""
}","{
  ""2023-08-08 20:52:27"": ""MPJA""
}","{
  ""2023-08-08 20:52:27"": ""$1.95""
}","connector pair, 8-conductor, screw-locking, male end is panel mount, female end cinches onto cable, both ends with solder cup connections, max. current 4A @ 125V, max. voltage 200VAC"
0095,protoboard,To discontinue,Connector: Board Mount,,10,50,,,"{
  ""2023-08-08 20:52:27"": ""https://www.aliexpress.com/item/100PCS-x-4x6-cm-PROTOTYPE-PCB-2-layer-4-6-panel-Universal-Board-2-54mm-Double/32868605590.html""
}","{
  ""2023-08-08 20:52:27"": ""AliExpress""
}","{
  ""2023-08-08 20:52:27"": ""$0.13""
}","protoboard, 4 x 6cm, for solder assembly"
0034,protoboard,Active,Connector: Board Mount,each,20,25,,,"{
  ""2023-08-08 20:52:27"": ""https://www.amazon.com/Gikfun-Solder-able-Breadboard-Plated-Arduino/dp/B071R3BFNL""
}","{
  ""2023-08-08 20:52:27"": ""Amazon""
}","{
  ""2023-08-08 20:52:27"": ""$2.282""
}","breadboard, perma-proto, half-sized, for solder assembly"
0036,hobby servo extension leads,To discontinue,B1-R5-C1,,5,20,,,"{
  ""2023-08-08 20:52:27"": ""http://www.ebay.com/itm/5-JR-Hitec-Servo-Extension-Leads-with-60CM-Heavy-Duty-Twisted-20awg-Wire-/230980490490?pt=Radio_Control_Parts_Accessories&hash=item35c78294fa""
}","{
  ""2023-08-08 20:52:27"": ""eBay""
}","{
  ""2023-08-08 20:52:27"": ""$3.10""
}","hobby servo, 3-wire extension leads, 60cm, heavy duty twisted 20AWG, male to female"
0038,hobby servo extension leads,To discontinue,B1-R5-C2,,5,10,,,"{
  ""2023-08-08 20:52:27"": ""https://www.jameco.com/z/FIT0033-DFRobot-11-8-Servo-Extension-Cable-Male-to-Female_2213392.html""
}","{
  ""2023-08-08 20:52:27"": ""Jameco""
}","{
  ""2023-08-08 20:52:27"": ""$1.25""
}","hobby servo, 3-wire extension leads, 12"", male to female"
0675,surface mount screw terminals,Active,Connector: Wire to Wire,strip of 12,10,,,,"{
  ""2023-08-08 20:52:27"": ""https://www.mpja.com/Terminal-Strip-12-Position-Euro-Style-10A/productinfo/32940+TS/""
}","{
  ""2023-08-08 20:52:27"": ""MPJA""
}","{
  ""2023-08-08 20:52:27"": ""$1.75""
}","screw terminal, surface mount, ""Euro-style"", two screws per connector, rated to 300V and 10A per pair, 22–14AWG stranded/solid wire, 10mm spacing"
0040,JST cable,Discontinued,discontinued,,5,10,,,"{
  ""2023-08-08 20:52:27"": ""https://www.arrow.com/en/products/261/adafruit-industries""
}","{
  ""2023-08-08 20:52:27"": ""Arrow""
}","{
  ""2023-08-08 20:52:27"": ""$0.84""
}","cable, JST 2-pin"
0042,JST cable,To discontinue,Connector: Misc.,,5,10,,,"{
  ""2023-08-08 20:52:27"": ""http://www.pololu.com/product/1799""
}","{
  ""2023-08-08 20:52:27"": ""Pololu""
}","{
  ""2023-08-08 20:52:27"": ""$1.12""
}","cable, 3-pin female JST PH-style, 30cm, with male pins for 0.1"" housings"
0044,butt connector,To discontinue,Connector: Wire to Wire,,20,100,,,"{
  ""2023-08-08 20:52:27"": ""https://www.amazon.com/3M-Scotchlok-Butt-Connector-Yellow/dp/B0076AY6J8""
}","{
  ""2023-08-08 20:52:27"": ""Amazon""
}","{
  ""2023-08-08 20:52:27"": ""$0.15""
}","connector, 3M Scotchlok IDC Butt Connector, UY2"
0048,5-wire lever connector,Active,Connector: Wire to Wire,,20,50,,,"{
  ""2023-08-08 20:52:27"": ""https://www.amazon.com/WAGO-222-413-LEVER-NUTS-Conductor-Connectors/dp/B000JJPA66""
}","{
  ""2023-08-08 20:52:27"": ""Amazon""
}","{
  ""2023-08-08 20:52:27"": ""$0.30""
}","lever connector, Wago, 3-wire, JET 20A@300V, 24/32A@400V"
0046,3-wire lever connector,Active,Connector: Wire to Wire,,20,100,,,"{
  ""2023-08-08 20:52:27"": ""https://www.ebay.com/itm/175706115127""
}","{
  ""2023-08-08 20:52:27"": ""eBay""
}","{
  ""2023-08-08 20:52:27"": ""$0.86""
}","lever connector, Wago, 5-wire, JET 20A@300V, 24/32A@400V"
0107,2-circuit lever connector,Active,Connector: Wire to Wire,,10,50,,,"{
  ""2023-08-08 20:52:27"": ""https://smile.amazon.com/gp/product/B07Y66R1ZQ""
}","{
  ""2023-08-08 20:52:27"": ""Amazon""
}","{
  ""2023-08-08 20:52:27"": ""$0.50""
}","lever connector, Wago, 2-circuit, 28–12AWG, 32A@400V"
,Empty,,B9-R1-C1,,,,,,"{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}",
0054,10pF ceramic capacitor,,Electrical Components: Capacitors ,,10,,,,"{
  ""2023-08-08 20:52:27"": ""https://www.jameco.com/webapp/wcs/stores/servlet/ProductDisplay?productId=15333""
}","{
  ""2023-08-08 20:52:27"": ""Jameco""
}","{
  ""2023-08-08 20:52:27"": """"
}","capacitor, ceramic, 10pF, 50V, 20%"
0056,ceramic capacitor,,Electrical Components: Capacitors ,,10,100,,,"{
  ""2023-08-08 20:52:27"": ""https://www.jameco.com/webapp/wcs/stores/servlet/ProductDisplay?productId=15405""
}","{
  ""2023-08-08 20:52:27"": ""Jameco""
}","{
  ""2023-08-08 20:52:27"": ""$0.10""
}","capacitor, ceramic, 22pF, 50V, 20%"
0058,47pF ceramic capacitor,,Electrical Components: Capacitors ,,10,100,,,"{
  ""2023-08-08 20:52:27"": ""https://www.jameco.com/webapp/wcs/stores/servlet/ProductDisplay?productId=15512""
}","{
  ""2023-08-08 20:52:27"": ""Jameco""
}","{
  ""2023-08-08 20:52:27"": ""$0.12""
}","capacitor, ceramic, 47pF, 50V, 20%"
0060,100pF ceramic capacitor,,Electrical Components: Capacitors ,each,20,100,,,"{
  ""2023-08-08 20:52:27"": ""https://www.digikey.com/en/products/detail/kemet/C318C101M5R5TA/6562496""
}","{
  ""2023-08-08 20:52:27"": ""Digi-Key""
}","{
  ""2023-08-08 20:52:27"": ""$0.13""
}","capacitor, ceramic, 100pF, 50V, 20%"
0062,ceramic capacitor,,Electrical Components: Capacitors ,each,10,100,,,"{
  ""2023-08-08 20:52:27"": ""https://www.digikey.com/en/products/detail/K471K15X7RF53L2/2823130""
}","{
  ""2023-08-08 20:52:27"": ""Digi-Key""
}","{
  ""2023-08-08 20:52:27"": ""$0.11""
}","capacitor, ceramic, 470pF, 50V, 20%"
0064,ceramic capacitor,,Electrical Components: Capacitors ,,10,100,,,"{
  ""2023-08-08 20:52:27"": ""https://www.jameco.com/webapp/wcs/stores/servlet/ProductDisplay?catalogId=10001&freeText=15190&langId=-1&productId=15190&storeId=10001&krypto=8kjlDsNklOAAOpzNYeZEfAKWPxcg51nJ8AdOplSdmVQqZHZFggTEehTk7nyLQ7wGX6NOkx7a8e2qMVhZPg9l7IPmSU2R5jpz%2BxU5KVP76ls%3D&ddkey=https%3AStoreCatalogDrillDownView""
}","{
  ""2023-08-08 20:52:27"": ""Jameco""
}","{
  ""2023-08-08 20:52:27"": ""$0.10""
}","capacitor, ceramic, 0.001uF, 50V, 20%"
0066,ceramic capacitor,,Electrical Components: Capacitors ,,10,100,,,"{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}","capacitor, ceramic, 0.01uF, 50V, 20%"
0068,ceramic capacitor,,Electrical Components: Capacitors ,,10,100,,,"{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": ""Jameco""
}","{
  ""2023-08-08 20:52:27"": """"
}","capacitor, ceramic, 0.022uF, 50V, 20%"
0070,ceramic capacitor,,Electrical Components: Capacitors ,,10,100,,,"{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": ""Jameco""
}","{
  ""2023-08-08 20:52:27"": """"
}","capacitor, ceramic, 0.047uF, 50V, 20%"
0072,ceramic capacitor,,Electrical Components: Capacitors ,,20,100,,,"{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}","capacitor, ceramic, 0.1uF, 50V, 20%"
0074,polypropylene capacitor,,Electrical Components: Capacitors ,,10,100,,,"{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}","capacitor, Polypropylene, 0.22uF, 50+V, stable capacitance for frequencies below 100KHz"
0076,tantalum capacitor,,Electrical Components: Capacitors ,each,10,100,,,"{
  ""2023-08-08 20:52:27"": ""https://www.digikey.com/product-detail/en/avx-corporation/TAP475K010SCS/478-1903-ND/564006""
}","{
  ""2023-08-08 20:52:27"": ""Digi-Key""
}","{
  ""2023-08-08 20:52:27"": ""$0.49""
}","capacitor, tantalum, 4.7uF, 10V"
0078,tantalum capacitor,,Electrical Components: Capacitors ,each,10,100,,,"{
  ""2023-08-08 20:52:27"": ""https://www.digikey.com/product-detail/en/avx-corporation/TAP107K006SCS/478-1844-ND/563947""
}","{
  ""2023-08-08 20:52:27"": ""Digi-Key""
}","{
  ""2023-08-08 20:52:27"": ""$2.14""
}","capacitor, tantalum, 100uF, 6V"
,Empty,,B9-R2-C7,,,,,,"{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}",
,Empty,,B9-R2-C8,,,,,,"{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}",
0083,mylar capacitor,,Electrical Components: Capacitors ,,10,100,,,"{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}","capacitor, mylar, 0.1pF, 50V"
,Empty,,B9-R3-C2,,,,,,"{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}",
,Empty,,B9-R3-C3,,,,,,"{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}",
,Empty,,B9-R3-C4,,,,,,"{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}",
,Empty,,B9-R3-C5,,,,,,"{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}",
0094,electrolytic capacitor,,Electrical Components: Capacitors ,each,10,100,,,"{
  ""2023-08-08 20:52:27"": ""https://www.digikey.com/product-detail/en/kemet/ESK106M016AC3AA/399-6597-ND/3083012""
}","{
  ""2023-08-08 20:52:27"": ""Digi-Key""
}","{
  ""2023-08-08 20:52:27"": ""$0.11""
}","capacitor, electrolytic, 10uF, 16V"
,Empty,,B9-R3-C7,,,,,,"{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}",
,Empty,,B9-R3-C8,,,,,,"{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}",
0100,1µF electrolytic capacitor,,Electrical Components: Capacitors ,,20,100,,,"{
  ""2023-08-08 20:52:27"": ""https://www.jameco.com/webapp/wcs/stores/servlet/ProductDisplay?productId=29831""
}","{
  ""2023-08-08 20:52:27"": ""Jameco""
}","{
  ""2023-08-08 20:52:27"": ""$0.16""
}","capacitor, electrolytic, 1µF, 50V, 20%"
0102,electrolytic capacitor,,Electrical Components: Capacitors ,,10,100,,,"{
  ""2023-08-08 20:52:27"": ""https://www.jameco.com/webapp/wcs/stores/servlet/ProductDisplay?productId=158491""
}","{
  ""2023-08-08 20:52:27"": ""Jameco""
}","{
  ""2023-08-08 20:52:27"": ""$0.15""
}","capacitor, electrolytic, 1uF, 100V, 20%, up to 105ºC"
0104,electrolytic capacitor,,Electrical Components: Capacitors ,,10,50,,,"{
  ""2023-08-08 20:52:27"": ""https://www.jameco.com/webapp/wcs/stores/servlet/ProductDisplay?productId=93729""
}","{
  ""2023-08-08 20:52:27"": ""Jameco""
}","{
  ""2023-08-08 20:52:27"": """"
}","capacitor, electrolytic, 2.2uF, 50V, 20%"
0106,electrolytic capacitor,,Electrical Components: Capacitors ,,10,100,,,"{
  ""2023-08-08 20:52:27"": ""https://www.jameco.com/webapp/wcs/stores/servlet/ProductDisplay?productId=135184""
}","{
  ""2023-08-08 20:52:27"": ""Jameco""
}","{
  ""2023-08-08 20:52:27"": """"
}","capacitor, electrolytic, 3.3uF, 50V, 20%"
0108,electrolytic capacitor,,Electrical Components: Capacitors ,,10,50,,,"{
  ""2023-08-08 20:52:27"": ""https://www.jameco.com/webapp/wcs/stores/servlet/ProductDisplay?productId=31000""
}","{
  ""2023-08-08 20:52:27"": ""Jameco""
}","{
  ""2023-08-08 20:52:27"": """"
}","capacitor, electrolytic, 4.7uF, 50V, 20%"
0110,10µF electrolytic capacitor,,Electrical Components: Capacitors ,,20,100,,,"{
  ""2023-08-08 20:52:27"": ""https://www.digikey.com/en/products/detail/kemet/ESK106M050AC3AA/3083014""
}","{
  ""2023-08-08 20:52:27"": ""Digi-Key""
}","{
  ""2023-08-08 20:52:27"": ""$0.08""
}","capacitor, electrolytic, 10µF, 50V, 20%"
0112,electrolytic capacitor,,Electrical Components: Capacitors ,,10,75,,,"{
  ""2023-08-08 20:52:27"": ""https://www.digikey.com/en/products/detail/rubycon/50YXH22MEFC5X11/3562896""
}","{
  ""2023-08-08 20:52:27"": ""Digi-Key""
}","{
  ""2023-08-08 20:52:27"": ""$0.16""
}","capacitor, electrolytic, 22uF, 50V, 20%"
0114,electrolytic capacitor,,Electrical Components: Capacitors ,,10,100,,,"{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}","capacitor, electrolytic, 47uF, 50V, 20%"
0116,electrolytic capacitor,,Electrical Components: Capacitors ,each,10,75,,,"{
  ""2023-08-08 20:52:27"": ""http://www.jameco.com/z/R100-25-100-uF-25-Volt-Radial-Capacitor_93761.html""
}","{
  ""2023-08-08 20:52:27"": ""Jameco""
}","{
  ""2023-08-08 20:52:27"": ""$0.09""
}","capacitor, electrolytic, 100uF, 25V, 20%"
0118,electrolytic capacitor,,Electrical Components: Capacitors ,,20,50,,,"{
  ""2023-08-08 20:52:27"": ""http://www.jameco.com/webapp/wcs/stores/servlet/ProductDisplay?search_type=jamecoall&catalogId=10001&freeText=29962&langId=-1&productId=29962&storeId=10001&ddkey=http:StoreCatalogDrillDownView""
}","{
  ""2023-08-08 20:52:27"": ""Jameco""
}","{
  ""2023-08-08 20:52:27"": ""$0.15""
}","capacitor, electrolytic, 100uF, 50V, 20%"
0119,220µF electrolytic capacitor,,Electrical Components: Capacitors ,,10,100,,,"{
  ""2023-08-08 20:52:27"": ""https://www.jameco.com/webapp/wcs/stores/servlet/ProductDisplay?productId=30496""
}","{
  ""2023-08-08 20:52:27"": ""Jameco""
}","{
  ""2023-08-08 20:52:27"": ""$0.19""
}","capacitor, electrolytic, 220µF, 25V, 20%"
0122,470µF electrolytic capacitor,,Electrical Components: Capacitors ,,10,100,,,"{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}","{
  ""2023-08-08 20:52:27"": """"
}","capacitor, electrolytic, 470µF, 25V, 20%"
0124,electrolytic capacitor,,Electrical Components: Capacitors ,,10,50,,,"{
  ""2023-08-08 20:52:27"": ""http://www.jameco.com/z/RB1000-16-R-Capacitor-Radial-1000-uF-16v-20-105c-10x20x5mm_330722.html""
}","{
  ""2023-08-08 20:52:27"": ""Jameco""
}","{
  ""2023-08-08 20:52:27"": ""$0.49""
}","capacitor, electrolytic, 1000uF, 16V, 20%"
0126,electrolytic capacitor,,Electrical Components: Capacitors ,each,10,100,,,"{
  ""2023-08-08 20:52:27"": ""https://www.digikey.com/product-detail/en/kemet/ESK228M025AL4AA/399-6110-ND/2712540""
}","{
  ""2023-08-08 20:52:27"": ""Digi-Key""
}","{
  ""2023-08-08 20:52:27"": ""$0.53""
}","capacitor, electrolytic, 2200uF, 25V, 20%"
